customer_id,segment,acquisition_channel,join_date
2101,Low Value,Social,2024-07-26
2102,Low Value,Social,2024-06-22
2103,Low Value,Email,2023-04-27
2104,Medium Value,Affiliate,2023-04-30
2105,Low Value,Affiliate,2024-05-06
2106,Medium Value,Email,2023-05-23
2107,Low Value,Social,2024-06-19
2108,Low Value,Paid Ads,2023-11-08
2109,High Value,Social,2023-08-16
2110,High Value,Email,2023-08-21
2111,Medium Value,Organic,2023-03-22
2112,Medium Value,Social,2023-04-25
2113,High Value,Social,2024-03-17
2114,High Value,Organic,2024-06-09
2115,Low Value,Paid Ads,2023-09-17
2116,High Value,Paid Ads,2023-01-11
2117,Low Value,Social,2023-07-30
2118,Low Value,Organic,2023-12-26
2119,High Value,Organic,2023-10-12
2120,Bargain Hunter,Paid Ads,2023-06-14
2121,Bargain Hunter,Social,2023-09-05
2122,Low Value,Organic,2024-08-15
2123,Low Value,Paid Ads,2023-07-16
2124,Bargain Hunter,Organic,2024-07-04
2125,High Value,Email,2023-08-08
2126,Bargain Hunter,Social,2024-05-01
2127,Medium Value,Email,2024-03-26
2128,Low Value,Organic,2023-12-30
2129,Bargain Hunter,Paid Ads,2024-06-10
2130,Medium Value,Organic,2023-11-18
2131,High Value,Organic,2023-05-20
2132,Medium Value,Paid Ads,2023-10-23
2133,Low Value,Organic,2023-12-02
2134,Medium Value,Paid Ads,2024-04-12
2135,Low Value,Paid Ads,2024-03-30
2136,Medium Value,Paid Ads,2024-03-14
2137,Medium Value,Organic,2024-05-02
2138,Bargain Hunter,Paid Ads,2023-01-14
2139,Bargain Hunter,Paid Ads,2023-04-18
2140,Medium Value,Paid Ads,2023-03-29
2141,High Value,Paid Ads,2023-04-15
2142,Low Value,Social,2023-06-22
2143,High Value,Affiliate,2023-12-13
2144,Medium Value,Social,2024-02-18
2145,High Value,Social,2024-05-26
2146,Medium Value,Email,2024-08-18
2147,Low Value,Social,2024-02-14
2148,Medium Value,Email,2024-02-19
2149,Bargain Hunter,Paid Ads,2023-05-31
2150,Low Value,Organic,2023-09-14
2151,Medium Value,Organic,2023-05-18
2152,High Value,Email,2023-03-11
2153,Medium Value,Organic,2023-07-03
2154,Medium Value,Email,2023-06-06
2155,Medium Value,Email,2023-03-20
2156,Low Value,Paid Ads,2024-05-19
2157,Low Value,Organic,2024-05-24
2158,Medium Value,Paid Ads,2023-12-18
2159,Low Value,Paid Ads,2023-01-19
2160,Bargain Hunter,Organic,2024-03-16
2161,Bargain Hunter,Organic,2024-04-05
2162,Medium Value,Paid Ads,2024-04-15
2163,High Value,Organic,2023-11-07
2164,Bargain Hunter,Organic,2024-03-17
2165,High Value,Email,2024-05-14
2166,Low Value,Email,2024-05-17
2167,Low Value,Email,2024-08-08
2168,Medium Value,Email,2023-06-10
2169,Low Value,Paid Ads,2024-05-21
2170,Low Value,Paid Ads,2023-12-28
2171,Low Value,Paid Ads,2023-03-04
2172,High Value,Organic,2024-01-11
2173,Medium Value,Email,2023-01-28
2174,Low Value,Email,2024-01-25
2175,High Value,Paid Ads,2024-01-01
2176,Medium Value,Organic,2023-09-08
2177,Medium Value,Email,2023-03-28
2178,Bargain Hunter,Organic,2023-11-09
2179,High Value,Organic,2024-07-05
2180,Medium Value,Paid Ads,2024-03-08
2181,Low Value,Affiliate,2023-10-01
2182,High Value,Paid Ads,2023-01-23
2183,Bargain Hunter,Paid Ads,2024-02-04
2184,Medium Value,Organic,2024-05-15
2185,High Value,Email,2023-12-11
2186,Medium Value,Social,2023-12-14
2187,Medium Value,Paid Ads,2024-03-22
2188,Medium Value,Email,2023-03-19
2189,Low Value,Paid Ads,2023-10-22
2190,Medium Value,Paid Ads,2024-08-10
2191,Medium Value,Organic,2023-04-05
2192,Low Value,Email,2023-12-11
2193,Medium Value,Email,2024-06-27
2194,Medium Value,Organic,2023-03-20
2195,Low Value,Paid Ads,2023-11-04
2196,Medium Value,Paid Ads,2023-07-24
2197,Medium Value,Paid Ads,2024-06-11
2198,Medium Value,Social,2023-07-04
2199,Bargain Hunter,Email,2024-06-12
2200,Bargain Hunter,Email,2023-08-07
2201,Low Value,Social,2024-04-23
2202,Medium Value,Email,2024-03-20
2203,Bargain Hunter,Email,2023-03-03
2204,Low Value,Paid Ads,2023-06-01
2205,Medium Value,Email,2023-11-04
2206,Low Value,Paid Ads,2023-03-07
2207,Low Value,Social,2023-10-01
2208,Low Value,Email,2023-09-20
2209,Low Value,Organic,2023-09-02
2210,High Value,Organic,2023-09-09
2211,Low Value,Paid Ads,2024-05-12
2212,Low Value,Paid Ads,2023-02-07
2213,Medium Value,Paid Ads,2023-01-30
2214,Medium Value,Social,2024-07-17
2215,Medium Value,Social,2024-05-12
2216,Low Value,Organic,2023-03-27
2217,Medium Value,Paid Ads,2023-03-07
2218,Bargain Hunter,Paid Ads,2024-01-08
2219,Low Value,Social,2024-02-11
2220,Bargain Hunter,Email,2023-05-24
2221,Medium Value,Email,2024-05-27
2222,Bargain Hunter,Paid Ads,2024-08-17
2223,Bargain Hunter,Affiliate,2023-09-15
2224,Medium Value,Organic,2023-05-06
2225,Low Value,Paid Ads,2024-08-21
2226,Low Value,Social,2023-08-30
2227,Bargain Hunter,Organic,2023-04-20
2228,Medium Value,Affiliate,2024-03-26
2229,Medium Value,Social,2023-02-27
2230,Medium Value,Paid Ads,2023-04-26
2231,Medium Value,Paid Ads,2023-09-10
2232,Bargain Hunter,Social,2023-05-29
2233,Medium Value,Email,2023-11-12
2234,High Value,Affiliate,2023-02-05
2235,Low Value,Email,2023-02-25
2236,Low Value,Social,2023-09-03
2237,Medium Value,Paid Ads,2024-01-07
2238,Bargain Hunter,Email,2024-07-01
2239,Bargain Hunter,Social,2024-02-02
2240,High Value,Affiliate,2023-09-19
2241,Medium Value,Affiliate,2023-08-30
2242,Medium Value,Social,2023-06-14
2243,Bargain Hunter,Email,2024-02-21
2244,Low Value,Paid Ads,2023-03-24
2245,Low Value,Affiliate,2024-04-27
2246,Low Value,Affiliate,2023-12-07
2247,Low Value,Social,2023-04-13
2248,Low Value,Email,2024-06-02
2249,High Value,Paid Ads,2024-07-14
2250,Low Value,Paid Ads,2023-01-29
2251,Low Value,Email,2023-07-08
2252,Low Value,Social,2023-05-20
2253,High Value,Organic,2023-11-09
2254,Medium Value,Organic,2023-06-11
2255,Medium Value,Email,2023-05-14
2256,Low Value,Email,2023-11-24
2257,Medium Value,Social,2023-05-17
2258,Medium Value,Email,2023-12-02
2259,Low Value,Organic,2024-02-29
2260,Medium Value,Paid Ads,2024-01-22
2261,Bargain Hunter,Social,2023-08-18
2262,High Value,Organic,2024-07-25
2263,Low Value,Email,2023-04-02
2264,Bargain Hunter,Organic,2023-06-22
2265,High Value,Email,2023-09-24
2266,High Value,Affiliate,2023-06-24
2267,Bargain Hunter,Organic,2024-06-22
2268,Medium Value,Affiliate,2024-04-09
2269,Low Value,Paid Ads,2023-08-18
2270,Low Value,Organic,2023-09-30
2271,Medium Value,Paid Ads,2023-05-14
2272,Medium Value,Organic,2023-08-09
2273,Bargain Hunter,Paid Ads,2023-07-13
2274,Medium Value,Paid Ads,2023-05-30
2275,High Value,Affiliate,2023-08-30
2276,Low Value,Affiliate,2024-01-14
2277,Low Value,Email,2023-03-29
2278,High Value,Organic,2023-11-28
2279,Bargain Hunter,Paid Ads,2023-08-06
2280,Low Value,Email,2023-09-20
2281,High Value,Email,2023-02-23
2282,Medium Value,Organic,2023-12-29
2283,Bargain Hunter,Affiliate,2023-02-16
2284,High Value,Paid Ads,2024-01-26
2285,Medium Value,Paid Ads,2024-01-15
2286,High Value,Social,2023-02-12
2287,Low Value,Paid Ads,2024-05-30
2288,Medium Value,Paid Ads,2024-04-24
2289,High Value,Paid Ads,2024-06-27
2290,Medium Value,Paid Ads,2023-11-17
2291,High Value,Organic,2023-10-15
2292,Low Value,Affiliate,2023-10-17
2293,Bargain Hunter,Paid Ads,2023-09-28
2294,Low Value,Paid Ads,2023-06-18
2295,Medium Value,Affiliate,2023-06-04
2296,Low Value,Affiliate,2024-03-26
2297,High Value,Organic,2023-08-24
2298,Medium Value,Paid Ads,2023-06-17
2299,Low Value,Paid Ads,2024-05-21
2300,High Value,Paid Ads,2024-07-28
2301,Medium Value,Paid Ads,2023-06-01
2302,High Value,Organic,2023-10-18
2303,Medium Value,Organic,2024-06-04
2304,Low Value,Email,2024-08-22
2305,Medium Value,Affiliate,2023-01-05
2306,Low Value,Email,2024-03-02
2307,Bargain Hunter,Organic,2024-05-25
2308,Low Value,Social,2023-01-27
2309,Medium Value,Affiliate,2023-05-05
2310,Medium Value,Email,2023-04-19
2311,Low Value,Organic,2023-03-25
2312,Medium Value,Email,2024-05-06
2313,Medium Value,Affiliate,2023-01-06
2314,Medium Value,Organic,2024-04-08
2315,Medium Value,Email,2024-08-05
2316,High Value,Social,2023-10-17
2317,Medium Value,Organic,2023-03-14
2318,Low Value,Email,2023-04-05
2319,Medium Value,Organic,2024-02-13
2320,High Value,Social,2023-06-16
2321,Medium Value,Paid Ads,2023-06-07
2322,High Value,Paid Ads,2024-03-18
2323,Low Value,Affiliate,2023-05-15
2324,Medium Value,Organic,2024-01-12
2325,Low Value,Paid Ads,2024-02-02
2326,Medium Value,Email,2024-03-09
2327,High Value,Paid Ads,2024-01-13
2328,Low Value,Paid Ads,2024-03-12
2329,High Value,Paid Ads,2024-04-19
2330,Low Value,Email,2023-06-08
2331,Bargain Hunter,Paid Ads,2024-06-21
2332,High Value,Paid Ads,2023-03-23
2333,Bargain Hunter,Paid Ads,2023-06-02
2334,Bargain Hunter,Email,2023-11-04
2335,Low Value,Paid Ads,2023-10-30
2336,Low Value,Email,2023-02-16
2337,Low Value,Paid Ads,2024-02-27
2338,High Value,Email,2024-08-05
2339,Low Value,Paid Ads,2024-08-22
2340,High Value,Paid Ads,2023-04-27
2341,Low Value,Paid Ads,2023-07-06
2342,Low Value,Organic,2024-03-02
2343,Bargain Hunter,Paid Ads,2024-04-10
2344,Low Value,Paid Ads,2023-09-29
2345,Medium Value,Affiliate,2023-07-11
2346,Medium Value,Organic,2023-09-23
2347,Bargain Hunter,Organic,2024-07-01
2348,High Value,Paid Ads,2023-01-14
2349,Medium Value,Paid Ads,2024-02-19
2350,Bargain Hunter,Affiliate,2024-05-13
2351,Medium Value,Social,2024-01-05
2352,Low Value,Affiliate,2024-02-09
2353,Low Value,Organic,2023-05-19
2354,High Value,Organic,2023-01-17
2355,Low Value,Organic,2023-01-28
2356,Medium Value,Email,2023-09-05
2357,Medium Value,Email,2024-07-05
2358,Medium Value,Paid Ads,2024-04-19
2359,High Value,Paid Ads,2023-04-30
2360,Medium Value,Organic,2024-03-31
2361,Bargain Hunter,Paid Ads,2024-04-05
2362,Low Value,Organic,2024-08-06
2363,Low Value,Paid Ads,2023-12-08
2364,High Value,Email,2024-03-18
2365,Bargain Hunter,Social,2024-08-15
2366,Low Value,Email,2023-10-25
2367,High Value,Paid Ads,2024-06-09
2368,Low Value,Email,2024-05-14
2369,Medium Value,Organic,2023-01-20
2370,Medium Value,Paid Ads,2023-03-07
2371,Medium Value,Email,2024-04-29
2372,High Value,Email,2023-12-22
2373,Medium Value,Paid Ads,2023-06-15
2374,Medium Value,Organic,2023-12-19
2375,Medium Value,Paid Ads,2023-12-14
2376,Bargain Hunter,Social,2024-04-24
2377,High Value,Paid Ads,2024-02-04
2378,Bargain Hunter,Social,2024-01-04
2379,Low Value,Social,2023-06-15
2380,Low Value,Paid Ads,2023-03-30
2381,Low Value,Organic,2023-07-24
2382,Medium Value,Paid Ads,2024-03-01
2383,Bargain Hunter,Paid Ads,2023-08-29
2384,Medium Value,Organic,2023-01-19
2385,Medium Value,Paid Ads,2023-06-12
2386,Medium Value,Social,2024-05-30
2387,High Value,Organic,2024-03-16
2388,High Value,Organic,2024-07-29
2389,Medium Value,Paid Ads,2023-12-15
2390,Low Value,Social,2024-07-24
2391,Medium Value,Organic,2024-06-11
2392,Low Value,Organic,2023-02-21
2393,Bargain Hunter,Paid Ads,2024-04-13
2394,Bargain Hunter,Social,2023-04-19
2395,Low Value,Email,2023-04-15
2396,Low Value,Organic,2023-04-18
2397,Medium Value,Organic,2023-07-30
2398,Bargain Hunter,Organic,2023-10-27
2399,Low Value,Social,2024-05-25
2400,Low Value,Organic,2024-01-08
2401,Medium Value,Organic,2023-07-26
2402,Medium Value,Paid Ads,2023-01-07
2403,Medium Value,Social,2023-12-16
2404,Medium Value,Organic,2023-09-30
2405,Medium Value,Social,2024-01-05
2406,Low Value,Organic,2024-06-26
2407,Medium Value,Organic,2024-03-15
2408,Medium Value,Paid Ads,2024-04-14
2409,Bargain Hunter,Paid Ads,2024-01-06
2410,Bargain Hunter,Paid Ads,2023-01-11
2411,Low Value,Paid Ads,2023-03-13
2412,High Value,Paid Ads,2023-06-18
2413,Medium Value,Paid Ads,2023-02-07
2414,Low Value,Email,2024-08-11
2415,High Value,Email,2024-06-16
2416,Bargain Hunter,Paid Ads,2024-07-20
2417,Bargain Hunter,Email,2023-11-18
2418,Bargain Hunter,Organic,2023-10-14
2419,Bargain Hunter,Email,2023-05-31
2420,Low Value,Paid Ads,2023-07-30
2421,Bargain Hunter,Email,2024-03-28
2422,Low Value,Social,2024-02-19
2423,Low Value,Social,2023-03-28
2424,High Value,Paid Ads,2023-05-10
2425,Low Value,Paid Ads,2023-08-07
2426,High Value,Email,2024-06-17
2427,Medium Value,Email,2023-01-24
2428,High Value,Social,2023-09-22
2429,Medium Value,Social,2024-03-08
2430,Bargain Hunter,Organic,2023-03-03
2431,Low Value,Paid Ads,2024-06-03
2432,Medium Value,Organic,2023-05-08
2433,Medium Value,Email,2023-01-06
2434,Medium Value,Affiliate,2024-08-18
2435,Low Value,Social,2024-06-30
2436,Low Value,Organic,2023-11-03
2437,Medium Value,Social,2024-08-09
2438,Low Value,Email,2024-06-16
2439,Low Value,Organic,2024-06-12
2440,Low Value,Social,2024-01-05
2441,Medium Value,Organic,2024-03-11
2442,Low Value,Organic,2023-03-05
2443,Medium Value,Organic,2023-08-08
2444,Medium Value,Paid Ads,2024-06-22
2445,Medium Value,Email,2024-02-09
2446,Bargain Hunter,Email,2024-03-09
2447,Bargain Hunter,Email,2024-05-16
2448,Low Value,Paid Ads,2023-06-16
2449,High Value,Organic,2024-04-13
2450,High Value,Email,2024-06-25
2451,High Value,Organic,2024-04-29
2452,High Value,Organic,2024-07-26
2453,Medium Value,Affiliate,2024-02-23
2454,High Value,Paid Ads,2023-10-24
2455,High Value,Organic,2024-01-16
2456,Medium Value,Paid Ads,2023-10-29
2457,Medium Value,Social,2023-05-26
2458,Low Value,Paid Ads,2023-11-09
2459,Bargain Hunter,Organic,2024-05-15
2460,High Value,Paid Ads,2023-03-11
2461,Bargain Hunter,Paid Ads,2024-08-09
2462,Medium Value,Paid Ads,2023-12-12
2463,Low Value,Paid Ads,2023-05-16
2464,Low Value,Paid Ads,2024-04-16
2465,Low Value,Email,2023-06-02
2466,Bargain Hunter,Paid Ads,2024-02-24
2467,Medium Value,Affiliate,2023-12-14
2468,Low Value,Affiliate,2024-03-29
2469,Low Value,Email,2023-06-19
2470,Low Value,Email,2023-11-13
2471,Low Value,Organic,2024-07-26
2472,High Value,Affiliate,2024-07-08
2473,Low Value,Organic,2024-08-06
2474,Low Value,Social,2024-05-29
2475,Bargain Hunter,Organic,2024-06-28
2476,Medium Value,Organic,2023-07-30
2477,Medium Value,Email,2024-08-16
2478,Medium Value,Social,2023-11-25
2479,Medium Value,Organic,2023-01-24
2480,Medium Value,Organic,2023-01-25
2481,Bargain Hunter,Paid Ads,2023-09-21
2482,High Value,Affiliate,2024-07-08
2483,Medium Value,Organic,2023-09-19
2484,Low Value,Organic,2024-02-22
2485,Low Value,Organic,2023-11-30
2486,Medium Value,Email,2023-11-02
2487,Medium Value,Paid Ads,2024-02-27
2488,Bargain Hunter,Paid Ads,2023-05-04
2489,High Value,Organic,2024-08-23
2490,Medium Value,Paid Ads,2024-05-31
2491,Medium Value,Organic,2023-03-04
2492,Medium Value,Email,2023-03-09
2493,Medium Value,Paid Ads,2023-08-28
2494,Bargain Hunter,Organic,2024-07-21
2495,Bargain Hunter,Email,2023-09-10
2496,Low Value,Email,2023-05-09
2497,Medium Value,Paid Ads,2023-03-27
2498,Low Value,Paid Ads,2023-05-26
2499,Medium Value,Affiliate,2023-09-09
2500,Low Value,Paid Ads,2024-07-22
2501,Medium Value,Organic,2024-04-20
2502,Bargain Hunter,Email,2023-06-21
2503,High Value,Affiliate,2024-05-08
2504,Medium Value,Paid Ads,2024-01-25
2505,Bargain Hunter,Social,2023-08-06
2506,Low Value,Paid Ads,2023-02-16
2507,Medium Value,Paid Ads,2023-03-13
2508,Medium Value,Paid Ads,2023-05-06
2509,Low Value,Email,2023-10-14
2510,Bargain Hunter,Organic,2024-05-31
2511,Bargain Hunter,Paid Ads,2023-12-17
2512,Low Value,Affiliate,2024-04-08
2513,Medium Value,Email,2023-11-26
2514,Medium Value,Paid Ads,2023-12-03
2515,High Value,Email,2023-01-03
2516,Low Value,Organic,2023-01-10
2517,Low Value,Paid Ads,2024-05-15
2518,Low Value,Paid Ads,2023-03-21
2519,Low Value,Social,2024-03-31
2520,Low Value,Paid Ads,2024-01-21
2521,Low Value,Paid Ads,2023-07-01
2522,Low Value,Social,2023-01-09
2523,High Value,Paid Ads,2023-07-17
2524,Medium Value,Organic,2023-01-21
2525,Low Value,Email,2024-01-02
2526,Medium Value,Social,2023-11-07
2527,Low Value,Organic,2024-05-20
2528,Bargain Hunter,Organic,2024-05-19
2529,Bargain Hunter,Email,2023-08-03
2530,High Value,Affiliate,2024-02-10
2531,High Value,Paid Ads,2024-05-27
2532,Medium Value,Email,2024-08-02
2533,Low Value,Email,2023-06-29
2534,High Value,Organic,2023-03-08
2535,High Value,Affiliate,2023-08-22
2536,Bargain Hunter,Email,2023-10-08
2537,Medium Value,Email,2024-06-29
2538,Low Value,Email,2024-04-09
2539,High Value,Paid Ads,2023-02-23
2540,Bargain Hunter,Paid Ads,2024-02-21
2541,Medium Value,Email,2024-04-22
2542,Medium Value,Paid Ads,2023-02-14
2543,Bargain Hunter,Organic,2023-10-12
2544,Bargain Hunter,Paid Ads,2023-11-20
2545,High Value,Organic,2023-03-25
2546,Bargain Hunter,Social,2023-08-20
2547,Bargain Hunter,Paid Ads,2023-03-18
2548,Bargain Hunter,Organic,2023-12-04
2549,Medium Value,Email,2023-04-10
2550,High Value,Paid Ads,2023-01-25
2551,Low Value,Email,2023-12-09
2552,Low Value,Organic,2024-04-29
2553,Medium Value,Paid Ads,2023-02-25
2554,Low Value,Paid Ads,2023-08-31
2555,Bargain Hunter,Social,2024-03-25
2556,Low Value,Email,2024-08-15
2557,High Value,Affiliate,2023-02-04
2558,Medium Value,Social,2023-03-08
2559,Low Value,Organic,2024-03-28
2560,High Value,Email,2024-03-18
2561,High Value,Email,2024-07-26
2562,High Value,Social,2024-02-16
2563,High Value,Social,2023-08-27
2564,Bargain Hunter,Social,2023-01-11
2565,Medium Value,Paid Ads,2024-03-14
2566,Bargain Hunter,Email,2023-12-14
2567,Low Value,Email,2023-01-27
2568,Medium Value,Paid Ads,2023-07-17
2569,High Value,Organic,2023-03-11
2570,Low Value,Social,2024-08-09
2571,High Value,Paid Ads,2023-12-30
2572,Medium Value,Email,2024-03-31
2573,Medium Value,Organic,2023-02-15
2574,High Value,Paid Ads,2024-03-22
2575,Low Value,Email,2024-01-02
2576,Medium Value,Social,2023-05-30
2577,High Value,Paid Ads,2023-12-18
2578,Medium Value,Affiliate,2024-06-14
2579,Low Value,Email,2023-02-28
2580,Medium Value,Social,2024-07-26
2581,Bargain Hunter,Paid Ads,2023-07-20
2582,Bargain Hunter,Email,2023-07-26
2583,Low Value,Paid Ads,2024-05-02
2584,Low Value,Affiliate,2023-12-06
2585,Bargain Hunter,Email,2023-12-10
2586,Low Value,Paid Ads,2023-06-16
2587,High Value,Social,2023-02-13
2588,Medium Value,Affiliate,2023-08-17
2589,Low Value,Paid Ads,2023-08-07
2590,Medium Value,Email,2023-12-06
2591,Low Value,Paid Ads,2024-02-14
2592,Medium Value,Affiliate,2024-01-07
2593,High Value,Paid Ads,2024-07-22
2594,High Value,Paid Ads,2023-07-19
2595,Low Value,Affiliate,2024-01-04
2596,High Value,Organic,2023-07-22
2597,Medium Value,Organic,2023-09-26
2598,Low Value,Paid Ads,2024-07-21
2599,Medium Value,Organic,2023-06-30
2600,Low Value,Affiliate,2023-01-22
2601,Low Value,Organic,2023-04-24
2602,Medium Value,Organic,2024-04-12
2603,Medium Value,Social,2023-06-25
2604,Bargain Hunter,Affiliate,2024-03-20
2605,Bargain Hunter,Organic,2023-05-28
2606,Bargain Hunter,Organic,2023-07-14
2607,Medium Value,Paid Ads,2024-01-19
2608,Medium Value,Paid Ads,2023-09-08
2609,Bargain Hunter,Social,2023-07-13
2610,Bargain Hunter,Paid Ads,2023-06-02
2611,Medium Value,Organic,2023-10-14
2612,Bargain Hunter,Social,2024-08-21
2613,Bargain Hunter,Organic,2023-03-25
2614,Low Value,Social,2023-03-08
2615,Medium Value,Paid Ads,2024-06-05
2616,Medium Value,Paid Ads,2023-07-03
2617,Medium Value,Paid Ads,2024-05-09
2618,Low Value,Paid Ads,2023-10-02
2619,Low Value,Email,2024-08-20
2620,Low Value,Organic,2023-07-27
2621,Medium Value,Organic,2023-08-12
2622,Medium Value,Social,2024-08-08
2623,Medium Value,Social,2023-09-18
2624,Low Value,Organic,2023-03-28
2625,Medium Value,Paid Ads,2023-08-24
2626,Low Value,Paid Ads,2023-12-11
2627,Medium Value,Paid Ads,2024-02-23
2628,Medium Value,Paid Ads,2023-10-07
2629,Medium Value,Organic,2023-08-28
2630,Medium Value,Organic,2023-03-26
2631,Medium Value,Paid Ads,2024-07-13
2632,Low Value,Social,2023-08-22
2633,High Value,Organic,2023-02-09
2634,Low Value,Paid Ads,2023-12-04
2635,Medium Value,Email,2023-10-09
2636,Medium Value,Email,2023-05-22
2637,Bargain Hunter,Social,2024-07-10
2638,Bargain Hunter,Organic,2023-11-03
2639,Medium Value,Paid Ads,2024-02-18
2640,Bargain Hunter,Social,2023-01-13
2641,Medium Value,Paid Ads,2023-06-02
2642,Bargain Hunter,Organic,2023-08-03
2643,Medium Value,Paid Ads,2024-07-19
2644,Low Value,Email,2024-04-17
2645,Medium Value,Organic,2023-07-12
2646,Medium Value,Affiliate,2024-03-03
2647,Medium Value,Paid Ads,2024-07-25
2648,High Value,Organic,2023-05-12
2649,Medium Value,Email,2024-05-26
2650,Low Value,Social,2023-12-14
2651,Medium Value,Paid Ads,2024-02-18
2652,Low Value,Email,2023-11-03
2653,Medium Value,Organic,2023-02-02
2654,Bargain Hunter,Organic,2023-12-05
2655,Low Value,Social,2024-08-10
2656,Bargain Hunter,Affiliate,2023-07-29
2657,Bargain Hunter,Organic,2024-01-31
2658,Medium Value,Organic,2024-08-06
2659,Bargain Hunter,Email,2023-11-08
2660,High Value,Organic,2024-07-20
2661,Medium Value,Social,2024-05-15
2662,High Value,Organic,2024-01-31
2663,Medium Value,Organic,2024-06-20
2664,High Value,Organic,2024-06-14
2665,High Value,Paid Ads,2024-02-25
2666,Medium Value,Affiliate,2023-05-13
2667,Low Value,Paid Ads,2023-03-12
2668,Medium Value,Affiliate,2023-07-31
2669,High Value,Organic,2024-03-18
2670,Low Value,Email,2023-06-12
2671,Low Value,Affiliate,2023-07-27
2672,Low Value,Email,2023-10-10
2673,Medium Value,Affiliate,2024-04-01
2674,High Value,Paid Ads,2023-09-10
2675,Low Value,Affiliate,2024-05-17
2676,Medium Value,Email,2023-04-04
2677,Medium Value,Social,2024-04-12
2678,Medium Value,Social,2023-11-01
2679,Medium Value,Social,2023-06-29
2680,Medium Value,Organic,2024-03-18
2681,Medium Value,Affiliate,2023-07-07
2682,Low Value,Organic,2023-02-14
2683,Medium Value,Social,2023-10-08
2684,Bargain Hunter,Paid Ads,2023-03-10
2685,Low Value,Email,2023-08-11
2686,Bargain Hunter,Paid Ads,2024-07-20
2687,High Value,Paid Ads,2023-04-18
2688,Low Value,Social,2024-02-24
2689,Medium Value,Paid Ads,2024-06-02
2690,High Value,Organic,2024-04-17
2691,Medium Value,Email,2023-07-19
2692,Medium Value,Organic,2023-04-28
2693,Low Value,Organic,2024-04-20
2694,Medium Value,Organic,2024-07-15
2695,Low Value,Email,2024-03-24
2696,High Value,Social,2023-06-15
2697,Medium Value,Organic,2023-04-13
2698,Medium Value,Organic,2024-02-05
2699,Medium Value,Email,2023-01-12
2700,Low Value,Organic,2024-01-02
2701,Medium Value,Email,2024-06-29
2702,Medium Value,Email,2024-06-19
2703,Low Value,Email,2023-04-16
2704,Medium Value,Paid Ads,2023-02-23
2705,Low Value,Organic,2024-01-22
2706,Low Value,Affiliate,2024-01-19
2707,Bargain Hunter,Organic,2023-01-17
2708,Medium Value,Affiliate,2023-12-12
2709,Low Value,Email,2023-03-06
2710,Medium Value,Social,2023-06-21
2711,Low Value,Organic,2024-06-08
2712,High Value,Paid Ads,2024-07-29
2713,Low Value,Email,2024-07-08
2714,Medium Value,Paid Ads,2023-08-26
2715,Medium Value,Paid Ads,2023-06-27
2716,High Value,Email,2023-01-13
2717,Medium Value,Paid Ads,2023-03-09
2718,Low Value,Paid Ads,2024-01-13
2719,High Value,Social,2024-02-25
2720,Medium Value,Email,2023-04-15
2721,Low Value,Social,2024-08-05
2722,Medium Value,Affiliate,2023-11-29
2723,Bargain Hunter,Email,2023-05-17
2724,Medium Value,Email,2023-11-22
2725,Bargain Hunter,Email,2023-03-11
2726,Medium Value,Email,2024-08-22
2727,Medium Value,Paid Ads,2023-08-27
2728,Low Value,Email,2023-01-14
2729,Medium Value,Email,2023-05-08
2730,Medium Value,Email,2023-09-07
2731,Low Value,Organic,2024-01-19
2732,Medium Value,Organic,2024-01-20
2733,Medium Value,Organic,2024-03-30
2734,Low Value,Paid Ads,2023-10-12
2735,Medium Value,Social,2023-02-10
2736,Low Value,Affiliate,2023-10-23
2737,Low Value,Organic,2023-12-06
2738,Medium Value,Organic,2023-02-25
2739,Bargain Hunter,Email,2023-09-12
2740,Low Value,Email,2023-08-16
2741,Low Value,Paid Ads,2023-11-26
2742,Medium Value,Email,2023-03-08
2743,Bargain Hunter,Organic,2023-07-17
2744,High Value,Affiliate,2023-07-29
2745,High Value,Organic,2024-07-16
2746,Low Value,Affiliate,2023-08-30
2747,Low Value,Paid Ads,2024-04-23
2748,Medium Value,Email,2023-09-08
2749,Medium Value,Email,2023-11-07
2750,Medium Value,Paid Ads,2023-07-26
2751,Medium Value,Social,2023-03-23
2752,Bargain Hunter,Paid Ads,2024-01-22
2753,Medium Value,Paid Ads,2024-06-01
2754,Low Value,Paid Ads,2023-06-09
2755,Low Value,Social,2023-01-21
2756,Low Value,Paid Ads,2023-03-27
2757,Low Value,Affiliate,2024-07-04
2758,Medium Value,Email,2023-09-21
2759,Medium Value,Paid Ads,2023-10-18
2760,Medium Value,Email,2023-03-15
2761,Medium Value,Email,2023-07-20
2762,Medium Value,Organic,2023-01-14
2763,Bargain Hunter,Email,2024-01-19
2764,Medium Value,Affiliate,2024-02-09
2765,Bargain Hunter,Paid Ads,2024-05-16
2766,Medium Value,Affiliate,2023-03-14
2767,Medium Value,Organic,2023-05-08
2768,Medium Value,Email,2023-07-18
2769,Low Value,Affiliate,2023-12-23
2770,Low Value,Paid Ads,2024-01-13
2771,Low Value,Email,2024-03-10
2772,Low Value,Organic,2023-02-05
2773,Bargain Hunter,Paid Ads,2023-01-29
2774,Low Value,Email,2023-09-25
2775,Low Value,Affiliate,2023-05-31
2776,Medium Value,Email,2023-06-15
2777,High Value,Social,2024-01-29
2778,Medium Value,Email,2023-03-24
